,interceptor_skill_mean,interceptor_skill_sum,interceptor_skill_stdev,interceptor_actiondelay_mean,interceptor_actiondelay_sum,detector_skill_mean,detector_skill_sum,detector_skill_stdev,detector_actiondelay_mean,detector_actiondelay_sum,detector_reportdelay_mean,detector_reportdelay_sum,scout_skill_mean,scout_skill_sum,scout_skill_stdev,scout_actiondelay_mean,scout_actiondelay_sum,scout_reportdelay_mean,scout_reportdelay_sum,exploiter_skill_mean,exploiter_skill_sum,exploiter_skill_stdev,exploiter_actiondelay_mean,exploiter_actiondelay_sum,Number of Routers,Degree of Network,Num Defenders,Num Defender Scouts,Num Attackers,Num AttackerScouts,Attacker Move Chance,Vul Spawn Delay,Router Vul Chance,Router Comp Chance,Vul Detection Rate,Comp Detection Rate,Num Ticks,Mean Offline,Max Offline,Mean Vulnerable,Max Vulnerable,Mean Compromised,Max Compromised,Metric 2,Metric 3
0,0.46747814947096966,2.3373907473548483,0.12810851072436494,1.0,5.0,0.4700665972891788,2.350332986445894,0.10882820448249182,1.0,5.0,1.0,5.0,0.5209052816234276,1.0418105632468553,0.027019011136880072,1.0,2.0,1.0,2.0,0.5298901935083551,4.239121548066841,0.04846551519890074,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,16,1000,53.555,100,36.584,96,0.036584,17,1,1
0,0.497101651247786,2.48550825623893,0.12217275871387528,1.0,5.0,0.47371300214667056,2.3685650107333527,0.1520947683903798,1.0,5.0,1.0,5.0,0.582693704148427,1.165387408296854,0.04844534100065223,1.0,2.0,1.0,2.0,0.4866916998384753,3.8935335987078026,0.08711621536310477,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,16,1000,48.262,100,40.915,96,0.040915,11,1,1
0,0.5247291612260402,2.623645806130201,0.08108336914018802,1.0,5.0,0.45862630964679496,2.293131548233975,0.0996565418360896,1.0,5.0,1.0,5.0,0.5233990306274566,1.0467980612549133,0.07803294293322938,1.0,2.0,1.0,2.0,0.48483984449463724,3.878718755957098,0.07988397915335316,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,16,1000,53.628,100,34.68,95,0.03468,20,1,1
0,0.5284620392289398,2.642310196144699,0.12162542969876083,1.0,5.0,0.51190827205534,2.5595413602767,0.08541370711333354,1.0,5.0,1.0,5.0,0.4481652651396929,0.8963305302793858,0.09677410525036463,1.0,2.0,1.0,2.0,0.5352024565129134,4.281619652103307,0.11012487651137357,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,16,1000,46.292,100,43.821,96,0.043821,21,1,1
0,0.6195742411933776,3.0978712059668876,0.07337671618552816,1.0,5.0,0.43914015308492427,2.1957007654246214,0.12059000169072628,1.0,5.0,1.0,5.0,0.4547161171671628,0.9094322343343256,0.06671423072490862,1.0,2.0,1.0,2.0,0.5302986478105015,4.242389182484012,0.12115459507477525,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,16,1000,51.863,100,37.211,98,0.037211,14,1,1
0,0.5512400989623821,2.7562004948119108,0.09319472402261432,1.0,5.0,0.44948614151548644,2.2474307075774322,0.06962710663966094,1.0,5.0,1.0,5.0,0.4243510094778279,0.8487020189556558,0.05442032374796103,1.0,2.0,1.0,2.0,0.4896654877373257,3.9173239018986057,0.1271905526798025,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,21,1000,48.96,100,40.464,94,0.040464,11,1,1
0,0.5580505154190083,2.7902525770950413,0.15741485374701897,1.0,5.0,0.5206049144291399,2.6030245721456997,0.03871552882580644,1.0,5.0,1.0,5.0,0.5160520495255898,1.0321040990511796,0.013003738109606436,1.0,2.0,1.0,2.0,0.4773276526496647,3.8186212211973176,0.11169678197811252,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,21,1000,61.432,100,29.451,95,0.029451,13,1,1
0,0.4817569448047195,2.4087847240235973,0.0607665544715983,1.0,5.0,0.48740377650564337,2.437018882528217,0.09280611536007474,1.0,5.0,1.0,5.0,0.6031043208133802,1.2062086416267603,0.03563485012045757,1.0,2.0,1.0,2.0,0.5651632913551896,4.521306330841517,0.09349430209900268,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,21,1000,60.758,100,27.494,96,0.027494,11,1,1
0,0.5441082545193968,2.720541272596984,0.10398256543301122,1.0,5.0,0.5058276088534781,2.5291380442673903,0.0933923346118646,1.0,5.0,1.0,5.0,0.4358869793843013,0.8717739587686026,0.26958665693996314,1.0,2.0,1.0,2.0,0.545158454035447,4.361267632283576,0.09572414026781972,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,21,1000,63.111,100,24.813,96,0.0248129999999999,10,1,1
0,0.4841410094177096,2.420705047088548,0.06839424242718378,1.0,5.0,0.5621109313990152,2.8105546569950763,0.07643339435259566,1.0,5.0,1.0,5.0,0.5217618196025944,1.0435236392051888,0.011474755627345283,1.0,2.0,1.0,2.0,0.5091027565208175,4.07282205216654,0.03975800420876711,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,21,1000,58.576,100,31.342,95,0.031342,8,1,1
0,0.49020269612181727,2.4510134806090864,0.13464580318629693,1.0,5.0,0.5161549818226588,2.5807749091132943,0.05841284707617832,1.0,5.0,1.0,5.0,0.6271508830802128,1.2543017661604257,0.08505558840519713,1.0,2.0,1.0,2.0,0.4153763850537693,3.3230110804301543,0.10181420691206329,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,26,1000,50.897,100,38.505,95,0.038505,10,1,1
0,0.4095040622154406,2.047520311077203,0.06802818550743202,1.0,5.0,0.5215104110026164,2.607552055013082,0.06514435065457189,1.0,5.0,1.0,5.0,0.32983008307456285,0.6596601661491257,0.07122204142607219,1.0,2.0,1.0,2.0,0.4895579395872656,3.916463516698125,0.08324610529551763,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,26,1000,49.474,100,38.809,94,0.0388089999999999,11,1,1
0,0.48712996208909215,2.4356498104454607,0.06570549581373922,1.0,5.0,0.43918769199287155,2.1959384599643577,0.12927339931560333,1.0,5.0,1.0,5.0,0.5230082787484267,1.0460165574968534,0.029941394939626994,1.0,2.0,1.0,2.0,0.5022058918729039,4.017647134983231,0.11613645178424237,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,26,1000,56.587,100,31.224,97,0.031224,15,1,1
0,0.517620292053171,2.5881014602658547,0.11665577889737871,1.0,5.0,0.5023038812782563,2.511519406391282,0.1148859459556411,1.0,5.0,1.0,5.0,0.3983573491648405,0.796714698329681,0.0040833637248255126,1.0,2.0,1.0,2.0,0.5235723647183455,4.188578917746764,0.12316698699872823,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,26,1000,65.151,100,24.461,95,0.024461,9,1,1
0,0.5592522860082202,2.796261430041101,0.13144770781892287,1.0,5.0,0.5549438924016007,2.7747194620080036,0.08791794559659309,1.0,5.0,1.0,5.0,0.5260327131939389,1.0520654263878777,0.01890899733060796,1.0,2.0,1.0,2.0,0.5462852965036551,4.370282372029241,0.0899716028315281,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,26,1000,43.059,100,45.109,94,0.045109,15,1,1
0,0.5690012871375236,2.845006435687618,0.0268192488312577,1.0,5.0,0.5004481559307966,2.502240779653983,0.13912158564486274,1.0,5.0,1.0,5.0,0.5718651073512869,1.1437302147025739,0.054602597324497015,1.0,2.0,1.0,2.0,0.5255393798982275,4.20431503918582,0.09680986748332135,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,31,1000,57.098,100,31.361,95,0.031361,12,1,1
0,0.5194206049863632,2.5971030249318163,0.04643239922934495,1.0,5.0,0.48768303160329635,2.4384151580164817,0.13366721845344942,1.0,5.0,1.0,5.0,0.5645415717612382,1.1290831435224764,0.1977715017798872,1.0,2.0,1.0,2.0,0.542649416861585,4.34119533489268,0.10974798821346228,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,31,1000,55.021,100,32.176,95,0.032176,12,1,1
0,0.5320673158226825,2.6603365791134124,0.14072340889557225,1.0,5.0,0.5219267665158606,2.609633832579303,0.10634812870096871,1.0,5.0,1.0,5.0,0.5144048387175877,1.0288096774351754,0.0727408329241593,1.0,2.0,1.0,2.0,0.4610241505760879,3.6881932046087034,0.08216977085753382,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,31,1000,54.919,100,34.688,95,0.034688,12,1,1
0,0.5424359066918049,2.7121795334590244,0.044959728862202,1.0,5.0,0.46293218484022447,2.3146609242011222,0.1752879400204585,1.0,5.0,1.0,5.0,0.5400364614494394,1.0800729228988788,0.0509091118187936,1.0,2.0,1.0,2.0,0.5268635589547765,4.214908471638212,0.10637747408764466,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,31,1000,58.157,100,32.501,97,0.0325009999999999,15,1,1
0,0.4850738102627263,2.4253690513136315,0.08150190065904624,1.0,5.0,0.4383687182422765,2.1918435912113825,0.1695450221070701,1.0,5.0,1.0,5.0,0.5722241960555644,1.1444483921111288,0.020497782589069223,1.0,2.0,1.0,2.0,0.5462088184454755,4.369670547563804,0.14965394284496844,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,31,1000,55.676,100,35.173,96,0.035173,14,1,1
0,0.5060250753095763,2.5301253765478817,0.12147051448729979,1.0,5.0,0.5056182330048539,2.5280911650242692,0.05188330753281101,1.0,5.0,1.0,5.0,0.5557678601437355,1.111535720287471,0.024661301136507448,1.0,2.0,1.0,2.0,0.49437192573833727,3.954975405906698,0.11572637065354614,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,36,1000,51.347,100,36.979,93,0.036979,11,1,1
0,0.37957134739419446,1.8978567369709722,0.09315390330422753,1.0,5.0,0.5068611502006608,2.5343057510033042,0.08545683507548982,1.0,5.0,1.0,5.0,0.5805096381173315,1.161019276234663,0.08967091789156229,1.0,2.0,1.0,2.0,0.5165181742049705,4.132145393639764,0.09439786301073551,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,36,1000,52.292,100,35.866,95,0.035866,11,1,1
0,0.46319707690959727,2.3159853845479863,0.07474418679112903,1.0,5.0,0.4638368141320982,2.319184070660491,0.16361160511062428,1.0,5.0,1.0,5.0,0.4611046347575295,0.922209269515059,0.058550149822764574,1.0,2.0,1.0,2.0,0.5381181957070895,4.304945565656716,0.08116889185451494,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,36,1000,53.541,100,35.963,97,0.035963,11,1,1
0,0.4658444227346562,2.329222113673281,0.09277361164441594,1.0,5.0,0.5001546433278907,2.5007732166394536,0.04953554418559587,1.0,5.0,1.0,5.0,0.6099852832882265,1.219970566576453,0.0923468379353099,1.0,2.0,1.0,2.0,0.4929324747295062,3.9434597978360495,0.04833355688716756,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,36,1000,53.645,100,35.55,96,0.03555,10,1,1
0,0.5312860671518209,2.656430335759105,0.09914467810448623,1.0,5.0,0.48211062345322625,2.410553117266131,0.15106209378044638,1.0,5.0,1.0,5.0,0.4767117107195068,0.9534234214390136,0.21122381377332278,1.0,2.0,1.0,2.0,0.4986687179062923,3.9893497432503384,0.08918249612978259,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,36,1000,49.329,100,39.189,95,0.039189,10,1,1
0,0.5620473522556806,2.810236761278403,0.06353574540648693,1.0,5.0,0.4706371360000299,2.3531856800001494,0.10173490955212385,1.0,5.0,1.0,5.0,0.5323375373373425,1.064675074674685,0.05065196252121855,1.0,2.0,1.0,2.0,0.4135769114129097,3.3086152913032776,0.10114158429730886,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,41,1000,46.977,100,41.618,94,0.041618,8,1,1
0,0.46136940773218543,2.306847038660927,0.04550803489958775,1.0,5.0,0.4723680581253592,2.361840290626796,0.10804006130221101,1.0,5.0,1.0,5.0,0.41428365693588975,0.8285673138717795,0.043405217087524865,1.0,2.0,1.0,2.0,0.4853180756045278,3.882544604836222,0.10946626008137975,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,41,1000,46.094,100,44.075,94,0.044075,14,1,1
0,0.44954252055935884,2.247712602796794,0.05756556148767329,1.0,5.0,0.5517385268016595,2.7586926340082973,0.10072032088787986,1.0,5.0,1.0,5.0,0.5175661927680031,1.0351323855360062,0.26887093944593593,1.0,2.0,1.0,2.0,0.48771930400874874,3.90175443206999,0.08661681379446817,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,41,1000,51.752,100,37.634,96,0.037634,14,1,1
0,0.4795882023890872,2.397941011945436,0.08182811550244311,1.0,5.0,0.531875117389906,2.65937558694953,0.051396605895818404,1.0,5.0,1.0,5.0,0.5115050797950506,1.023010159590101,0.058211026786053055,1.0,2.0,1.0,2.0,0.45498984534003273,3.639918762720262,0.10767972178369277,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,41,1000,50.621,100,37.997,95,0.037997,9,1,1
0,0.5615846296344911,2.8079231481724554,0.07125727285141177,1.0,5.0,0.54865955988568,2.7432977994284,0.11627976363525802,1.0,5.0,1.0,5.0,0.536084462623761,1.072168925247522,0.13308400463193856,1.0,2.0,1.0,2.0,0.5150889756442092,4.1207118051536735,0.09039549659463329,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,41,1000,67.578,100,22.98,96,0.02298,10,1,1
0,0.5511995271681296,2.755997635840648,0.052504197878593874,1.0,5.0,0.491503515214988,2.45751757607494,0.10808698037739649,1.0,5.0,1.0,5.0,0.4584673200637339,0.9169346401274678,0.09567070655185057,1.0,2.0,1.0,2.0,0.5103545550978266,4.0828364407826125,0.08356090121770338,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,46,1000,50.446,100,39.171,97,0.039171,17,1,1
0,0.49673047415788396,2.48365237078942,0.05854479043881767,1.0,5.0,0.5686602115400821,2.84330105770041,0.09075819814608542,1.0,5.0,1.0,5.0,0.47184423544778653,0.9436884708955731,0.078866153203824,1.0,2.0,1.0,2.0,0.5036900759846299,4.029520607877039,0.11121827005284905,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,46,1000,52.77,100,36.185,94,0.036185,10,1,1
0,0.41922696674970233,2.0961348337485117,0.12174048512411054,1.0,5.0,0.5049492524679329,2.5247462623396646,0.1367362168793667,1.0,5.0,1.0,5.0,0.5011267913919706,1.0022535827839412,0.16930401051946845,1.0,2.0,1.0,2.0,0.5172300074911433,4.137840059929147,0.10304212257193966,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,46,1000,55.271,100,34.044,94,0.034044,12,1,1
0,0.5195587828061268,2.5977939140306336,0.0972875767661197,1.0,5.0,0.42928867768357415,2.146443388417871,0.15902398294370484,1.0,5.0,1.0,5.0,0.4169194272343416,0.8338388544686832,0.13032094127491717,1.0,2.0,1.0,2.0,0.5145215106954026,4.116172085563221,0.08322792926537001,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,46,1000,53.869,100,35.157,92,0.0351569999999999,13,1,1
0,0.5563599805933592,2.7817999029667964,0.09268384798003143,1.0,5.0,0.4820713594919425,2.4103567974597127,0.08634135840245287,1.0,5.0,1.0,5.0,0.5003255572304371,1.0006511144608743,0.05002968397178043,1.0,2.0,1.0,2.0,0.5126865656069055,4.101492524855244,0.11549915751411421,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,46,1000,54.078,100,35.3,92,0.0353,12,1,1
0,0.47831717241051813,2.3915858620525907,0.12036365831377094,1.0,5.0,0.511415615633231,2.557078078166155,0.1292915798293519,1.0,5.0,1.0,5.0,0.5456226117373794,1.0912452234747587,0.017905940270162176,1.0,2.0,1.0,2.0,0.5307852827118369,4.246282261694695,0.07652775892796716,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,51,1000,56.349,100,34.94,91,0.03494,14,1,1
0,0.5940678091326141,2.9703390456630707,0.074910997781442,1.0,5.0,0.4741057446123508,2.3705287230617538,0.0787685612272812,1.0,5.0,1.0,5.0,0.4625034080181093,0.9250068160362186,0.12250517923454698,1.0,2.0,1.0,2.0,0.4768167688122324,3.814534150497859,0.1438020331900207,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,51,1000,47.594,100,41.268,92,0.041268,10,1,1
0,0.5202639254025764,2.6013196270128818,0.09967836732761334,1.0,5.0,0.5542431948470449,2.7712159742352243,0.07145137069213668,1.0,5.0,1.0,5.0,0.45312950753495596,0.9062590150699119,0.03664060787438084,1.0,2.0,1.0,2.0,0.5282728193119244,4.226182554495395,0.14074321860091396,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,51,1000,65.44,100,23.458,89,0.023458,11,1,1
0,0.5868303073667926,2.934151536833963,0.09323946818986129,1.0,5.0,0.5209980844179689,2.6049904220898448,0.07879257115286654,1.0,5.0,1.0,5.0,0.48760984936603136,0.9752196987320627,0.07480908622602539,1.0,2.0,1.0,2.0,0.4807315199542264,3.8458521596338113,0.13302527400580103,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,51,1000,57.982,100,30.74,93,0.03074,10,1,1
0,0.5001436137841566,2.500718068920783,0.05371433924024628,1.0,5.0,0.5776087894897748,2.8880439474488737,0.06428933314930728,1.0,5.0,1.0,5.0,0.4826186168103719,0.9652372336207438,0.0011340046402405401,1.0,2.0,1.0,2.0,0.4412494731002853,3.5299957848022823,0.06952504180097853,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,51,1000,50.612,100,38.529,91,0.038529,13,1,1
0,0.37660094910238534,1.8830047455119268,0.08111823454548811,1.0,5.0,0.5299493468130091,2.6497467340650456,0.04175515614163491,1.0,5.0,1.0,5.0,0.4547428917316727,0.9094857834633454,0.026027027698892008,1.0,2.0,1.0,2.0,0.5264531454205115,4.211625163364092,0.09499906547392703,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,56,1000,46.748,100,42.281,92,0.042281,12,1,1
0,0.5631601151487612,2.815800575743806,0.0672823075116341,1.0,5.0,0.41729079562952415,2.086453978147621,0.10278361503993676,1.0,5.0,1.0,5.0,0.4787383438921521,0.9574766877843042,0.1645482310539163,1.0,2.0,1.0,2.0,0.5358117059098995,4.286493647279196,0.08121115505909506,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,56,1000,47.219,100,42.937,96,0.0429369999999999,12,1,1
0,0.4672908500119718,2.336454250059859,0.0766657735694756,1.0,5.0,0.5503586756854538,2.7517933784272692,0.11839728699171735,1.0,5.0,1.0,5.0,0.5844556253163053,1.1689112506326107,0.07395254262040549,1.0,2.0,1.0,2.0,0.48540207427290394,3.8832165941832315,0.1261990245921012,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,56,1000,61.617,100,26.627,95,0.0266269999999999,9,1,1
0,0.5283473925135811,2.6417369625679057,0.12281500206625229,1.0,5.0,0.5313043618863912,2.656521809431956,0.11166088102313976,1.0,5.0,1.0,5.0,0.5562108066764184,1.1124216133528368,0.06666607465173173,1.0,2.0,1.0,2.0,0.4861692456355707,3.8893539650845654,0.0941433658836402,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,56,1000,47.991,100,41.978,95,0.041978,10,1,1
0,0.5485692357515174,2.742846178757587,0.054719090933396934,1.0,5.0,0.5004002518811396,2.5020012594056977,0.09544703034197902,1.0,5.0,1.0,5.0,0.4473964979837582,0.8947929959675164,0.02945218124262446,1.0,2.0,1.0,2.0,0.4550556640512474,3.6404453124099794,0.1111442542925841,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,56,1000,54.692,100,35.638,93,0.0356379999999999,13,1,1
0,0.5465175404869247,2.7325877024346235,0.056438957587915346,1.0,5.0,0.4798969135503576,2.399484567751788,0.05200983660142202,1.0,5.0,1.0,5.0,0.5776806853204854,1.1553613706409709,0.10000135505602137,1.0,2.0,1.0,2.0,0.5119748870430247,4.095799096344198,0.07519838977152095,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,6,1000,48.514,100,40.75,96,0.04075,19,1,1
0,0.5089560738303486,2.5447803691517428,0.15105900077676412,1.0,5.0,0.5322212633727084,2.661106316863542,0.04350529407803695,1.0,5.0,1.0,5.0,0.3828829657967702,0.7657659315935404,0.0235968965032997,1.0,2.0,1.0,2.0,0.507910331327567,4.063282650620536,0.08607516665080911,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,6,1000,39.455,100,49.618,95,0.049618,15,1,1
0,0.4932546097734615,2.4662730488673077,0.040950111959891226,1.0,5.0,0.5076496764923167,2.5382483824615836,0.09172560904082903,1.0,5.0,1.0,5.0,0.47405832008582904,0.9481166401716581,0.07047607764032172,1.0,2.0,1.0,2.0,0.5345747876954158,4.276598301563326,0.07904829157491329,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,6,1000,52.358,100,35.949,93,0.0359489999999999,16,1,1
0,0.5436858582760467,2.7184292913802333,0.11035997834083631,1.0,5.0,0.5028024188731853,2.5140120943659268,0.053344049684636276,1.0,5.0,1.0,5.0,0.7181413073556678,1.4362826147113357,0.03368068612931935,1.0,2.0,1.0,2.0,0.42094214931546886,3.367537194523751,0.10510575496917711,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,6,1000,47.228,100,41.132,94,0.0411319999999999,11,1,1
0,0.4897668429272395,2.4488342146361974,0.1367899091884324,1.0,5.0,0.4483010859954824,2.241505429977412,0.09275820433205782,1.0,5.0,1.0,5.0,0.3795969725915011,0.7591939451830022,0.009139844088167185,1.0,2.0,1.0,2.0,0.5229609419480754,4.183687535584603,0.06646146173768687,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,6,1000,55.739,100,33.485,97,0.033485,16,1,1
0,0.49882717740294674,2.4941358870147337,0.09819300827163213,1.0,5.0,0.42436354776938046,2.1218177388469024,0.06453535143942643,1.0,5.0,1.0,5.0,0.45772221014208525,0.9154444202841705,0.06101954083621142,1.0,2.0,1.0,2.0,0.48819620159329247,3.9055696127463397,0.13823707479899,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,61,1000,41.258,100,47.244,90,0.047244,11,1,1
0,0.47064968438286786,2.3532484219143393,0.11428204617805739,1.0,5.0,0.44855633682011914,2.2427816841005956,0.0682622314896754,1.0,5.0,1.0,5.0,0.48599202877930325,0.9719840575586065,0.017657220766562863,1.0,2.0,1.0,2.0,0.5263528632520582,4.210822906016466,0.09270844409866269,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,61,1000,46.93,87,43.736,96,0.043736,9,1,1
0,0.5832009491275203,2.9160047456376015,0.14891999852097823,1.0,5.0,0.5087003323951941,2.5435016619759705,0.10339702616040783,1.0,5.0,1.0,5.0,0.5581563854272283,1.1163127708544567,0.012279723426361088,1.0,2.0,1.0,2.0,0.5488542510473602,4.3908340083788815,0.07830133275226031,1.0,8.0,100,1,10,5,10,2,100,1,5,5,15,61,1000,55.781,100,32.636,95,0.032636,15,1,1
